name,studio_price,one_bed_price,two_bed_price,city,state
Iroquois Park,,,,Louisville,KY
Macons Corner,,,,Virginia Beach,VA
Fourth Ward,,,,Houston,TX
River Road,,,,Eugene,OR
Fort Caroline Shores,,,,Jacksonville,FL
Worth Heights,,,,Fort Worth,TX
Oakford Park,,,,Tampa,FL
Cory - Merrill,,,,Denver,CO
Thurston Woods,,,,Milwaukee,WI
Galveston,,,,Chandler,AZ
Sunland Village,,,,Mesa,AZ
Thornton Park,,,,Santa Ana,CA
North Shoreview,,,,San Mateo,CA
Regis,,,,Denver,CO
Triangle,,,,Buffalo,NY
Crestview,,,,Austin,TX
Pecan Park,,,,Jacksonville,FL
Fairmount,,,,Fort Worth,TX
Oliver,,,,Baltimore,MD
Parkview Hills,,,,Fort Worth,TX
Village Shires,,,,Northampton Township,PA
Holly Park,,,,Seattle,WA
Lauraville,,,,Baltimore,MD
Charter Point,,,,Jacksonville,FL
South Broadway,,,,Albuquerque,NM
South Louisville,,,,Louisville,KY
Ladera West,,,,Albuquerque,NM
East Beverly,,,,Chicago,IL
Goose Island,,,,Chicago,IL
North Stonehurst,,,,Oakland,CA
Park Duvalle,,,,Louisville,KY
River Trails,,,,Fort Worth,TX
Tallulah - North Shore,,,,Jacksonville,FL
Schenk-Atwood,,,,Madison,WI
South East Community,,,,Grand Rapids,MI
Penrose,,,,Arlington,VA
Sehome,,,,Bellingham,WA
Coalition of Homeowners Association,,,,Jackson,MS
Downtown,,,,Trenton,NJ
El Dorado Park Estates,,,,Long Beach,CA
Fairmount,,,,Eugene,OR
Stonegate,,,,Bakersfield,CA
Glover Park,1450,1599,1894,Washington,DC
Harrington,,,,Oakland,CA
Wright View,,,,Dayton,OH
Old Norwood Park,,,,Chicago,IL
Kinsman,,,,Cleveland,OH
Tower Heights,,,,Tulsa,OK
Northeast,,,,South Bend,IN
Forest Hills Gardens,,,,New York,NY
Central,,,,Seattle,WA
Burkhardt,,,,Dayton,OH
Corcoran,,,,Minneapolis,MN
Valverde,,,,Denver,CO
Linwood,,,,Milwaukie,OR
Oak Park,,,,Des Moines,IA
Pleasant Grove East,,,,Chesapeake,VA
Coquina Key,,,,Saint Petersburg,FL
Kleinman Park,,,,Mesa,AZ
South Westside,,,,Olympia,WA
West Minnehaha,,,,Vancouver,WA
Borchert Field,,,,Milwaukee,WI
Wescott,,,,Syracuse,NY
Port Ivory,,,,New York,NY
Pawtuckett,,,,Charlotte,NC
Chevy Chase,,,,Glendale,CA
Magnolia Gardens,,,,Jacksonville,FL
El Miradero,,,,Glendale,CA
Fourth Ward,,,,Charlotte,NC
Ardenwald,,,,Milwaukie,OR
Woodstone,,,,San Antonio,TX
Mount Washington,,,,Baltimore,MD
Madison Valley,,,,Seattle,WA
Milkhouse,,,,Mobile,AL
Midtown,,,,Grand Rapids,MI
Southmoor Park,,,,Denver,CO
Carrollton Ridge,,,,Baltimore,MD
Hidden Valley,,,,Houston,TX
Riverview,,,,San Bernardino,CA
Lathrop Homes,,,,Chicago,IL
Park Santiago,,,,Santa Ana,CA
Knoxville,,,,Pittsburgh,PA
Nashboro Village,,,,Nashville,TN
Jefferson,,,,Oakland,CA
Ormewood Park,,,,Atlanta,GA
Hikes Point,,,,Louisville,KY
Chaffee Park,,,,Denver,CO
Greensbriar,,,,Detroit,MI
Reichlieu,,,,Mobile,AL
Sandpointe,,,,Santa Ana,CA
West Plaza,,,,Kansas City,MO
Bonneville Hills,,,,Salt Lake City,UT
Oakland-Winchell,,,,Kalamazoo,MI
45th and Moncrief,,,,Jacksonville,FL
Westside Development,,,,Tucson,AZ
Greenbriar,,,,Atlanta,GA
Lowry Hill,,,,Minneapolis,MN
East Columbus,,,,Columbus,OH
Rum Village,,,,South Bend,IN
Crafton Heights,,,,Pittsburgh,PA
Southmoreland,,,,Kansas City,MO
Sunset Park,,,,Tampa,FL
Cajon,,,,San Bernardino,CA
Orchard Park,,,,Wichita,KS
West Portland Park,,,,Portland,OR
Greenwood Hills,,,,Richardson,TX
Downtown,,,,Albuquerque,NM
Germantown,,,,Louisville,KY
Azalea-Hollywood Park,,,,San Diego,CA
Mountain View,,,,Vancouver,WA
Brandywine,,,,Columbus,OH
Stevens Square,,,,Minneapolis,MN
Bryn Mawr,,,,Orlando,FL
Cooper Commons,,,,Chandler,AZ
Wilshire Square,,,,Santa Ana,CA
Whiteaker,,,,Eugene,OR
Greenway,1065,1284,1660,Washington,DC
Candleridge,,,,Fort Worth,TX
Stapleton,,,,Denver,CO
Centretech,,,,Aurora,CO
Near Northwest,,,,South Bend,IN
Downtown,,,,Baltimore,MD
Cherokee Triangle,,,,Louisville,KY
South Abbott,,,,Buffalo,NY
Virden,,,,Jackson,MS
Allendale,,,,Baltimore,MD
Edgewood,,,,Atlanta,GA
Lyon Village,,,,Arlington,VA
Rickarby,,,,Mobile,AL
Southwest Airport,,,,Columbus,OH
Overbrook,,,,Pittsburgh,PA
Otay Mesa,,,,San Diego,CA
Cross Creek,,,,Columbus,OH
Western 49-63,,,,Kansas City,MO
Madrona,,,,Seattle,WA
Core City,,,,Detroit,MI
Houghton,,,,Kirkland,WA
Riverside Rancho,,,,Glendale,CA
Salem Village,,,,Columbus,OH
Walnut Creek,,,,Columbus,OH
Mondawin,,,,Baltimore,MD
Judiciary Square,1775,2053,2900,Washington,DC
Colonial Hills,,,,Lincoln,NE
Inman Park,,,,Atlanta,GA
Carlen,,,,Mobile,AL
WoodRidge,,,,Bellevue,WA
Valley Adams,,,,Santa Ana,CA
River Park,,,,Sacramento,CA
Beechfield,,,,Baltimore,MD
Elizabeth Park Valley,,,,Akron,OH
Chestnut Park,,,,Trenton,NJ
Oak Park,,,,Stockton,CA
Grand Park,,,,Jacksonville,FL
Nasons Corner,,,,Portland,ME
Miramar,,,,Jacksonville,FL
Ridglea North,,,,Fort Worth,TX
Community Workers Council-Los Jardines,,,,San Antonio,TX
Corona Heights,,,,San Francisco,CA
Ocean Avenue,,,,Portland,ME
Magnolia Glen,,,,Chicago,IL
Middle River Terrace,,,,Fort Lauderdale,FL
Greater Gardendale,,,,San Antonio,TX
Miramonte,,,,Tucson,AZ
Playa Vista,,,,Los Angeles,CA
Northgate,,,,Colorado Springs,CO
Heather Ridge,,,,Aurora,CO
S.R. Marmon,,,,Albuquerque,NM
Newell South,,,,Charlotte,NC
Everett,,,,Lincoln,NE
Village 7,,,,Sacramento,CA
Eastland Park-Dixie Plantation,,,,Lexington,KY
Cooper,,,,Tulsa,OK
Underwood Hills,,,,Atlanta,GA
Hickman Mills,,,,Kansas City,MO
Venetian Hills,,,,Atlanta,GA
Garfield,,,,Pittsburgh,PA
Griers Fork,,,,Charlotte,NC
Cloverleaf,,,,Louisville,KY
South Park,,,,Tucson,AZ
Volker,,,,Kansas City,MO
Worthington Highlands,,,,Columbus,OH
Berea,,,,Baltimore,MD
Park,,,,Detroit,MI
Wilson Park,,,,Milwaukee,WI
Turner Park,,,,Tulsa,OK
Glacier View,,,,Everett,WA
Wilbur I,,,,Trenton,NJ
Eagle Lake,,,,Charlotte,NC
Shady Oaks,,,,San Antonio,TX
Kalorama,1517,1599,1894,Washington,DC
Globeville,,,,Denver,CO
Oakland City,,,,Atlanta,GA
Garden Hills,,,,Atlanta,GA
Stanley-Aley,,,,Wichita,KS
Kenny,,,,Minneapolis,MN
Castlewood Park,,,,Lexington,KY
Iveywood,,,,Oakland,CA
South Park,,,,Seattle,WA
North Delridge,,,,Seattle,WA
Ranch Triangle,,,,Chicago,IL
East Hills,,,,Grand Rapids,MI
Glenfair,,,,Portland,OR
Park Hill,,,,Louisville,KY
Creekside,,,,Sacramento,CA
Homestead Heights,,,,Rochester,NY
Central Business District,,,,Denver,CO
East Harriet,,,,Minneapolis,MN
Fulton River District,,,,Chicago,IL
Desert Uplands,,,,Mesa,AZ
Fairview Park,,,,Oakland,CA
Eisenhower East,,,,Alexandria,VA
LaSalle College Park,,,,Detroit,MI
East Deering,,,,Portland,ME
Chabot Park,,,,Oakland,CA
Whitman,,,,Spokane,WA
Lincoln,,,,Vancouver,WA
Central Business District,,,,Orlando,FL
Eastwood Hill East,,,,Kansas City,MO
Barcroft,,,,Arlington,VA
Camelot,,,,Garland,TX
Fairview,,,,Milwaukee,WI
West Central,,,,Fort Wayne,IN
Old Evergreen Highway,,,,Vancouver,WA
Kingsway East,,,,Saint Louis,MO
Goshen,,,,Augusta,GA
Cascade Highlands,,,,Vancouver,WA
Meadowbrook,,,,Seattle,WA
Confederate Point,,,,Jacksonville,FL
Vittum Park,,,,Chicago,IL
Ellwood Park-Monument,,,,Baltimore,MD
Benton Park,,,,Saint Louis,MO
Avalon,,,,Albuquerque,NM
Hillman City,,,,Seattle,WA
Moss Bay,,,,Kirkland,WA
Holly,,,,Austin,TX
Northrich,,,,Richardson,TX
UMC,,,,Las Vegas,NV
Westside,,,,South Bend,IN
ACCENT,,,,Des Moines,IA
Hope,,,,Santa Barbara,CA
Cooper,,,,Minneapolis,MN
CCSI (South Inglewood),,,,Nashville,TN
Riverland,,,,Fort Lauderdale,FL
Town Center,,,,Reston,VA
New Village,,,,Phoenix,AZ
Columbia Street Waterfront District,,,,New York,NY
Central Business District,,,,Pittsburgh,PA
South End,,,,Little Rock,AR
Mission Hills,,,,El Paso,TX
Stuyvesant-Prospect,,,,Trenton,NJ
Morris Heights,,,,Aurora,CO
Rogers Park,,,,Anchorage,AK
Harborview-Seahurst-Glenhaven,,,,Everett,WA
Southwest Hilltop,,,,Columbus,OH
Riverside Park,,,,Fort Lauderdale,FL
Sierra Springs,,,,San Antonio,TX
Forest Trails,,,,Jacksonville,FL
Trilogy,,,,Corona,CA
Harrison East-South,,,,Tucson,AZ
Rock Island,,,,Fort Lauderdale,FL
Wrigleyville,,,,Chicago,IL
Duval,,,,Jacksonville,FL
Upper Fells Point,,,,Baltimore,MD
Cedar Hills Estate,,,,Jacksonville,FL
Sunset,,,,Fort Lauderdale,FL
Victory Hills,,,,Albuquerque,NM
Newfield,,,,Stamford,CT
Biscayne,,,,Jacksonville,FL
Coronado Hills,,,,Austin,TX
Kent,1294,1455,1894,Washington,DC
Beatties Ford-Trinity,,,,Charlotte,NC
South Pointe,,,,San Bernardino,CA
Fairwood and Robandee,,,,Kansas City,MO
Glencrest,,,,Fort Worth,TX
Settegast,,,,Houston,TX
Duclay Forest,,,,Jacksonville,FL
Lake Shore-Lake Vista,,,,New Orleans,LA
Arrowhead Farms,,,,San Bernardino,CA
Jacksonville Heights South,,,,Jacksonville,FL
St. Anthony,,,,New Orleans,LA
Deercreek,,,,Jacksonville,FL
Rainier View,,,,Seattle,WA
Sherwood Forest,,,,Charlotte,NC
University Park,,,,Jacksonville,FL
Limberlost,,,,Tucson,AZ
Pipers Meadow,,,,San Antonio,TX
Riverview,,,,Seattle,WA
Kirkman South,,,,Orlando,FL
McGovern Park,,,,Milwaukee,WI
Village 12,,,,Sacramento,CA
West University,,,,Tucson,AZ
Virginia Ave,,,,Lexington,KY
Lewelling,,,,Milwaukie,OR
Southern Orchards,,,,Columbus,OH
Quail Hollow,,,,Charlotte,NC
Emerald Estates,,,,Bakersfield,CA
Columbia,,,,Bellingham,WA
Curtis Bay,,,,Baltimore,MD
University,,,,San Bernardino,CA
Eastmont Hills,,,,Oakland,CA
Downtown,,,,Salt Lake City,UT
Shafter,,,,Oakland,CA
Menomonee River Hills East,,,,Milwaukee,WI
Jackson Heights,,,,Mobile,AL
Oakdale South,,,,Charlotte,NC
South Wedge,,,,Rochester,NY
Edgemoor,,,,Saint Petersburg,FL
Washington Square,,,,Santa Ana,CA
Seward Park,,,,Seattle,WA
South Kilbourne,,,,Columbia,SC
Hilliard Green,,,,Columbus,OH
NE - Sterling,,,,San Bernardino,CA
Wasatch Hollow,,,,Salt Lake City,UT
Ward Parkway,,,,Kansas City,MO
Memorial Heights,,,,San Antonio,TX
Plymouth - Exchange,,,,Rochester,NY
Great Neck Estates,,,,Great Neck,NY
Westchester,,,,Charlotte,NC
West Gate,,,,Austin,TX
Hedrick Acres,,,,Tucson,AZ
MLK Park,,,,Buffalo,NY
Blendon Woods,,,,Columbus,OH
North Star,,,,Anchorage,AK
Bluemound Heights,,,,Milwaukee,WI
Hudson,,,,San Bernardino,CA
Hillside Morningside,,,,Fort Worth,TX
Centennial Park,,,,Santa Ana,CA
Colonial Village,,,,Sacramento,CA
Park Circle,,,,Baltimore,MD
Oakdale,,,,Portland,ME
East Community Team North,,,,Kansas City,MO
Olde Whitehall,,,,Charlotte,NC
Thousand Oaks,,,,San Antonio,TX
Broadleigh,,,,Columbus,OH
Sylvan Park,,,,Nashville,TN
Aviation Sub.,,,,Detroit,MI
Old Town-Chinatown,,,,Portland,OR
Penrose-Fayette Street Outreach,,,,Baltimore,MD
Sullivan's Gulch,,,,Portland,OR
Naples,,,,Long Beach,CA
Chinatown,,,,Chicago,IL
Lake Forest,,,,Jacksonville,FL
Thornhill,,,,Mobile,AL
Seven Eagles,,,,Charlotte,NC
Galindo,,,,Austin,TX
Mitchell West,,,,Milwaukee,WI
Finley Farms,,,,Gilbert,AZ
Eliot,,,,Portland,OR
Cherrydale,,,,Arlington,VA
Midtown Terrace,,,,San Francisco,CA
Eastmont,,,,Oakland,CA
Island Estate Civic Association,,,,Clearwater,FL
Lake Hollingsworth,,,,Lakeland,FL
East Trenton,,,,Trenton,NJ
Los Volcanes,,,,Albuquerque,NM
South University,,,,Eugene,OR
North Leg,,,,Augusta,GA
Rain Tree,,,,Charlotte,NC
Castlemont,,,,Oakland,CA
Milneburg,,,,New Orleans,LA
East Foothills,,,,Boulder,CO
Woodbine,,,,Sacramento,CA
Muscupiabe,,,,San Bernardino,CA
Lincoln Villas,,,,Jacksonville,FL
Tam O'Shanter,,,,Bellevue,WA
California,,,,San Bernardino,CA
Southpoint,,,,Jacksonville,FL
Babcock,,,,Buffalo,NY
Skyland Park,,,,Mobile,AL
Washington Village,,,,Baltimore,MD
Herlong,,,,Jacksonville,FL
Montlake,,,,Seattle,WA
Kingman Park,1075,1350,1725,Washington,DC
Northgate,,,,Seattle,WA
Northwood Hills,,,,West Palm Beach,FL
Frasier Meadows,,,,Boulder,CO
Southgate Triangle,,,,Missoula,MT
Bancroft,,,,Minneapolis,MN
Snell Isle,,,,Saint Petersburg,FL
Woods Park,,,,Lincoln,NE
Highland Park,,,,Grand Rapids,MI
South Salt Creek,,,,Lincoln,NE
Olde Providence North,,,,Charlotte,NC
Bloomingdale,,,,Fort Wayne,IN
Scenic Bluff,,,,Fort Worth,TX
Morningside,,,,Pittsburgh,PA
Castle Manor,,,,Milwaukee,WI
Cable-Westwood,,,,San Antonio,TX
Plaza-Shamrock,,,,Charlotte,NC
Willow Park,,,,Aurora,CO
Northcrest,,,,Columbus,OH
East Cesar Chavez,,,,Austin,TX
Judkins Park,,,,Seattle,WA
Wilson,,,,San Bernardino,CA
Rosedale Park,,,,Detroit,MI
Enderis Park,,,,Milwaukee,WI
High Country,,,,San Antonio,TX
Huguenot,,,,Richmond,VA
Pulaski Park,,,,Chicago,IL
Courier City,,,,Tampa,FL
Laguna,,,,Santa Barbara,CA
Candler Park,,,,Atlanta,GA
Heritage Hill,,,,Grand Rapids,MI
Alderman Park,,,,Jacksonville,FL
Cox,,,,Oakland,CA
Glen Oaks,,,,Baltimore,MD
Parkwood Maintenance,,,,San Antonio,TX
Mount Vernon,,,,San Bernardino,CA
Pittsburgh,,,,Atlanta,GA
Eastern 49-63,,,,Kansas City,MO
Parkside,,,,San Mateo,CA
A Mountain,,,,Tucson,AZ
Arrowview,,,,San Bernardino,CA
Dutchtown,,,,Rochester,NY
Collingwood,,,,Charlotte,NC
South Turpin Hill,,,,Augusta,GA
Park Village,,,,San Antonio,TX
Clanton Park-Roseland,,,,Charlotte,NC
Langdon,1323,1555,1794,Washington,DC
Genesee,,,,Seattle,WA
Tierra Linda,,,,San Antonio,TX
Frick,,,,Oakland,CA
Old North Boulder,,,,Boulder,CO
Seneca,,,,Buffalo,NY
Plaza Midwood,,,,Charlotte,NC
Tuscany-Canterbury,,,,Baltimore,MD
Sugaw Creek-Ritch Ave,,,,Charlotte,NC
Kirkman North,,,,Orlando,FL
Fruit Hill,,,,Cincinnati,OH
Village 2,,,,Sacramento,CA
Governours Square,,,,Columbus,OH
Mission Lake,,,,Kansas City,MO
South Coast,,,,Santa Ana,CA
Oceana,,,,Virginia Beach,VA
Ledroit Park,1323,1557,1894,Washington,DC
Whites Bend,,,,Nashville,TN
Logan Circle,1600,2195,2995,Washington,DC
Hodgin,,,,Albuquerque,NM
Tahoe Park,,,,Sacramento,CA
Prairie Hills,,,,Madison,WI
Mahaning Heights,1010,1256,1761,Washington,DC
King-Lincoln-Bronzeville,,,,Columbus,OH
Heistand,,,,Madison,WI
Sobrante Park,,,,Oakland,CA
Southpoint,,,,Milwaukee,WI
Homewood North,,,,Pittsburgh,PA
Yankee Hill,,,,Milwaukee,WI
Lake Country,,,,Fort Worth,TX
Top Road,,,,Trenton,NJ
The Eye,,,,Detroit,MI
Parkway,,,,Albuquerque,NM
Cooper Park,,,,Milwaukee,WI
Southwest,,,,Atlanta,GA
Santa Fe,,,,Oakland,CA
New Dorp Beach,,,,New York,NY
Eastview,,,,Richmond,VA
Pueblo Gardens,,,,Tucson,AZ
Hayward Park,,,,San Mateo,CA
Forest Knolls,,,,San Francisco,CA
Maple Ridge,,,,Tulsa,OK
Avalon Park,,,,Chicago,IL
Twin Peaks,,,,San Francisco,CA
Canyon Heights,,,,Fremont,CA
"Hill Farms, University Neighborh",,,,Madison,WI
River Oaks,,,,Fort Lauderdale,FL
Marlborough Heights - Marlborough Pride,,,,Kansas City,MO
Manor Park,1050,1443,1894,Washington,DC
Clinton Park Tri-Community,,,,Houston,TX
Desert Spring Flower,,,,Albuquerque,NM
North Highland,,,,Arlington,VA
Downtown,,,,Boston,MA
Lockeland Springs,,,,Nashville,TN
Meadows Village,,,,Las Vegas,NV
Graceland West,,,,Chicago,IL
Royal Lakes,,,,Jacksonville,FL
Westbrooke-Heritage,,,,Columbus,OH
United,,,,El Paso,TX
Greenspring,,,,Baltimore,MD
Eads-Fisherville,,,,Memphis,TN
Walnut Park West,,,,Saint Louis,MO
Shirrells,,,,San Bernardino,CA
Canterbury,,,,Mobile,AL
Hermon,,,,Los Angeles,CA
Alamitos Heights,,,,Long Beach,CA
Tri-Taylor,,,,Chicago,IL
McKinley,,,,Albuquerque,NM
Indian Creek,,,,Denver,CO
Conway,,,,Orlando,FL
Georgian Heights,,,,Columbus,OH
West Albany,,,,Columbus,OH
Sagepointe,,,,Bakersfield,CA
Blenman-Elm,,,,Tucson,AZ
Wilbur II,,,,Trenton,NJ
Helderberg,,,,Albany,NY
Laurelwood,,,,San Mateo,CA
Coral Ridge Isles,,,,Fort Lauderdale,FL
Bluff Acres,,,,Madison,WI
El Dorado - Oates Prairie,,,,Houston,TX
South Los Altos,,,,Albuquerque,NM
Alessandro Heights,,,,Riverside,CA
Los Prados,,,,San Mateo,CA
Woodbine,,,,Nashville,TN
Sunset Road,,,,Charlotte,NC
Greater South,,,,Lincoln,NE
Oakridge,,,,Garland,TX
Long View,,,,Milwaukee,WI
Fry Springs,,,,Charlottesville,VA
Bluff Park,,,,Long Beach,CA
Capitol Park,,,,Des Moines,IA
Marshall Heights,858,983,1283,Washington,DC
Browncroft,,,,Rochester,NY
Wellshire,,,,Denver,CO
Dellcrest Area,,,,San Antonio,TX
Hampton Woods,,,,Bakersfield,CA
Camelot 1,,,,San Antonio,TX
Hidden Hills,,,,Jacksonville,FL
Northwest,,,,Vancouver,WA
Boise,,,,Portland,OR
Friedrich Wilderness Park,,,,San Antonio,TX
Miracle Manor,,,,Tucson,AZ
Turtle Ridge,,,,Irvine,CA
Concordia,,,,Monroe Township,NJ
Minnehaha,,,,Spokane,WA
Hale,,,,Minneapolis,MN
Colonialtown North,,,,Orlando,FL
North Park,,,,San Bernardino,CA
Pepperwood,,,,Tempe,AZ
Mechanicsville,,,,Atlanta,GA
United Amigos,,,,Mesa,AZ
Amtrak,,,,San Bernardino,CA
Colonial Heights,,,,Mobile,AL
Claremont,,,,Mobile,AL
Wilshire Village,,,,San Antonio,TX
Upper East,,,,Santa Barbara,CA
Tierra Oeste,,,,Albuquerque,NM
Lincoln Place,,,,Pittsburgh,PA
Los Jardines,,,,San Antonio,TX
Brookfield Village,,,,Oakland,CA
Westfield,,,,Baltimore,MD
Eastside,,,,Kalamazoo,MI
Ericsson,,,,Minneapolis,MN
Eastgate,,,,Bellevue,WA
Wayland,,,,Providence,RI
Leisure World,,,,Mesa,AZ
English Avenue,,,,Atlanta,GA
Forest Ridge-Quail Hollow,,,,Dayton,OH
Eight Mile Wyoming,,,,Detroit,MI
Holiday Park,,,,Stockton,CA
Your Neighborhood Group,,,,Nashville,TN
East Isles,,,,Minneapolis,MN
Mead,,,,Wichita,KS
Lakewood,,,,Saint Petersburg,FL
West View,,,,Atlanta,GA
Mckinley,,,,Minneapolis,MN
Sunnyside,,,,New York,NY
Richmond Heights,,,,Orlando,FL
Historic Kenwood,,,,Saint Petersburg,FL
Ortega Farms,,,,Jacksonville,FL
Heritage East,,,,Albuquerque,NM
Sunset Heights,,,,El Paso,TX
Highlandtown,,,,Baltimore,MD
DeBaliviere Place,,,,Saint Louis,MO
Hillcrest,,,,Dayton,OH
Pineapple Park - Ibis,,,,West Palm Beach,FL
Potomac Yard-Potomac Greens,,,,Alexandria,VA
Pleasantville Area,,,,Houston,TX
Russell,,,,Portland,OR
Mccormick,,,,Wichita,KS
Skyland,,,,Denver,CO
Heartside,,,,Grand Rapids,MI
Ingram Hills,,,,San Antonio,TX
Gray's Lake,,,,Des Moines,IA
Westhill,,,,Mobile,AL
United Westwood,,,,San Antonio,TX
Terra Vista,,,,Bakersfield,CA
Yorktown,,,,Arlington,VA
Lakemont,,,,Augusta,GA
Center Hill,,,,Atlanta,GA
Kingsway West,,,,Saint Louis,MO
Keewaydin,,,,Minneapolis,MN
Park Farms,,,,Kansas City,MO
Hamilton Heights,,,,Saint Louis,MO
Parker Ridge,,,,West Palm Beach,FL
Longs Creek,,,,San Antonio,TX
Lyon's Gate,,,,Gilbert,AZ
Park Place,,,,Mobile,AL
Merced Heights,,,,San Francisco,CA
The Traditions,,,,Chandler,AZ
Pen Lucy,,,,Baltimore,MD
Lackawanna,,,,Jacksonville,FL
Lower Riviera,,,,Santa Barbara,CA
Alegre Community,,,,Tempe,AZ
Warren,,,,Youngstown,OH
Lynn Knoll,,,,Aurora,CO
Singing Arrow,,,,Albuquerque,NM
Bennington,,,,Vancouver,WA
Tijeras Arroyo,,,,Albuquerque,NM
Randolph,,,,Richmond,VA
Coliseum,,,,Oakland,CA
Harrison,,,,Minneapolis,MN
Fountain of the Sun,,,,Mesa,AZ
Douglas Acres,,,,Des Moines,IA
Tarpon River,,,,Fort Lauderdale,FL
North of Grand,,,,Des Moines,IA
Ravenswood Manor,,,,Chicago,IL
City Park,,,,Denver,CO
Lakewide,,,,Oakland,CA
Parkwood Ranch,,,,Mesa,AZ
Soulard,,,,Saint Louis,MO
Orchard Ridge Community,,,,Madison,WI
Sendera Ranch,,,,Fort Worth,TX
Chinatown,,,,Oakland,CA
Panama Park,,,,Jacksonville,FL
Mount Vernon,,,,Columbus,OH
La Playa,,,,San Diego,CA
Sailboat Bend,,,,Fort Lauderdale,FL
East Mesa,,,,Santa Barbara,CA
Reservoir,,,,Providence,RI
Cleveland,,,,Minneapolis,MN
Park Estates,,,,Long Beach,CA
Jacksonville Heights West,,,,Jacksonville,FL
Baltimore,,,,Mobile,AL
Highland Park,,,,Aurora,CO
Esther Short,,,,Vancouver,WA
Foxboro,,,,Columbus,OH
Five Oaks,,,,Dayton,OH
Ribault,,,,Jacksonville,FL
Beechwood,,,,Columbus,OH
Fishkorn,,,,Detroit,MI
Live Oaks Square,,,,Tampa,FL
McLean Gardens,1680,1850,2165,Washington,DC
Cottage Grove,,,,Youngstown,OH
Capital View-Stiff,,,,Little Rock,AR
Country Club,,,,Denver,CO
Ravendale,,,,Detroit,MI
East Baltimore Midway,,,,Baltimore,MD
Embudo Canyon,,,,Albuquerque,NM
Enderly Park,,,,Charlotte,NC
The Hills of Park North,,,,San Antonio,TX
Southeast Hillsdale,,,,San Mateo,CA
Clifton,,,,New York,NY
Pheasant Run,,,,Bakersfield,CA
Lake Success,,,,Great Neck,NY
Colonial Manor,,,,Sacramento,CA
Prospect Park,,,,Des Moines,IA
Navco,,,,Mobile,AL
East Hills,,,,Pittsburgh,PA
Winston Park,,,,Saint Petersburg,FL
King Irving,,,,Des Moines,IA
Adamsville,,,,Atlanta,GA
Michigan Park,1294,1363,1616,Washington,DC
Glen Elder,,,,Sacramento,CA
Bryn Mawr,,,,Minneapolis,MN
Spring Creek Neighborhood Alliance,,,,San Antonio,TX
Wendover-Sedgewood,,,,Charlotte,NC
San Marco,,,,Jacksonville,FL
Factoria,,,,Bellevue,WA
Four Corners,,,,Nashville,TN
Northwest Harwinton,,,,Harwinton,CT
Sunland Village East,,,,Mesa,AZ
Mount Pleasant,1325,1599,1894,Washington,DC
Lake Forest Hills,,,,Jacksonville,FL
Artisan,,,,Bakersfield,CA
North Town Fork Creek,,,,Kansas City,MO
Mount Vernon Square,1485,1900,2195,Washington,DC
Indian Village,,,,Lincoln,NE
New Scotland,,,,Albany,NY
Stockdale West,,,,Bakersfield,CA
Westwood,,,,Pittsburgh,PA
Historic Inner East,,,,Dayton,OH
Highlands Douglas,,,,Louisville,KY
Durrs Homeowners,,,,Fort Lauderdale,FL
Harriet Creek Ranch,,,,Fort Worth,TX
SBIC,,,,Baltimore,MD
Clearwater Beach Association,,,,Clearwater,FL
Southwest Quadrant,,,,Alexandria,VA
Monica Park,,,,Garland,TX
Navy Yard,1600,1862,2298,Washington,DC
Terrell Heights,,,,San Antonio,TX
Wilshire,,,,San Antonio,TX
Waverly Hills,,,,Arlington,VA
Natomas Crossing,,,,Sacramento,CA
Lakewood Heights,,,,Atlanta,GA
Lewis and Clark,,,,Missoula,MT
Forest Park West,,,,Columbus,OH
Cedar-Isles-Dean,,,,Minneapolis,MN
Sunset,,,,Tempe,AZ
Carver,,,,Mobile,AL
Mckinney,,,,Austin,TX
Twin Towers,,,,Dayton,OH
Northridge Estates,,,,Dayton,OH
Madison Area,,,,Grand Rapids,MI
South Rose Hill,,,,Kirkland,WA
Northside,,,,Missoula,MT
North Eastern,,,,Albuquerque,NM
Riverview,,,,Tulsa,OK
Moncrief Park,,,,Jacksonville,FL
Maplewood,,,,Tulsa,OK
Bridle Trails,,,,Kirkland,WA
Amaryllis Park,,,,Sarasota,FL
Cathedral Park,,,,Portland,OR
SE Heights,,,,Albuquerque,NM
Lakewood,,,,Seattle,WA
Downtown,,,,Portland,ME
St. Catherine's Gardens,,,,Kansas City,MO
Galloway Ridge,,,,Columbus,OH
Reynoldstown,,,,Atlanta,GA
Princess Jeanne,,,,Albuquerque,NM
Ashburton,,,,Baltimore,MD
San Juan,,,,El Paso,TX
Sedgefield,,,,Charlotte,NC
Cadwalader & Hillcrest,,,,Trenton,NJ
Better Waverly,,,,Baltimore,MD
Sayler Park,,,,Cincinnati,OH
Shelby Park,,,,Louisville,KY
Central City-Liberty Wells,,,,Salt Lake City,UT
Woodlawn,,,,Mobile,AL
Sunset Cliffs,,,,San Diego,CA
Greenwich Hills,,,,Mobile,AL
Minshall Park,,,,Tulsa,OK
Supper Rock,,,,Albuquerque,NM
Northeast Heights,,,,Wichita,KS
Golf Course Terrace,,,,Sacramento,CA
Community Fiesta,,,,Mesa,AZ
Boulevard Bluffs,,,,Everett,WA
West Portal,,,,San Francisco,CA
Stratford Hills,,,,Richmond,VA
Meadowood,,,,Madison,WI
